Category,Message
spam,Earn money by walking! Our app pays you $1 per mile. Download and start earning: bit.ly/walk-pay
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
spam,Your Etsy shipment is arriving today. See your live tracking: etsy-track-order.me
ham,Ü called dad oredi...
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
spam,Your vehicle's engine warranty is about to expire. Avoid massive repair costs. Call now for a quote.
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.
ham,K I'll be there before 4.
ham,In da car park
ham,Well boy am I glad G wasted all night at applebees for nothing
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da."
ham,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas..."
spam,Alert: A new device 'Huawei P40' has logged into your Instagram. Not you? secure-insta.me
ham,Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.
ham,I will reach ur home in  &lt;#&gt;  minutes
ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?
ham,"Ya ok, then had dinner?"
ham,Havent still waitin as usual... Ü come back sch oredi?
ham,K..k:)where are you?how did you performed?
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
ham,Discussed with your mother ah?
ham,"Tick, tick, tick ... Babe"
spam,Your McAfee protection has expired. Your PC is at risk of infection. Renew: mcafee-fix.co
spam,Final Notice: You have an unpaid parking ticket. Pay now: park-pay.biz
spam,Earn $4000/month as a 'Freelance Content Writer'. Apply: write-jobs.net
spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
spam,Get a $500 Sephora Gift Card! Take our 'Spring Makeup' survey: bit.ly/sephora-win-26
ham,Okie...
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
ham,Yo we are watching a movie on netflix
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
ham,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:)
ham,Cuz ibored. And don wanna study
ham,Didn't you get hep b immunisation in nigeria.
ham,I can't make it tonight
ham,No need for the drug anymore.
ham,Sorry * was at the grocers.
ham,Die... Now i have e toot fringe again...
ham,Taka lor. Wat time u wan 2 come n look 4 us?
spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077
ham,Go chase after her and run her over while she's crossing the street
ham,Then ü come n pick me at 530 ar?
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
ham,I am in hospital da. . I will return home in evening
ham,what I meant to say is cant wait to see u again getting bored of this bridgwater banter
spam,Your DHL delivery is arriving. See tracking: dhl-live-tracking.info
spam,Unlock any iPhone or Android for any carrier in under 5 minutes. Guaranteed: unlock-mobile-fast.biz
ham,Tell dear what happen to you. Why you talking to me like an alian
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
spam,Your Disney+ billing info is outdated. Your service will be interrupted. Update: disney-fix.co
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes
ham,Those ducking chinchillas
ham,Hey u still at the gym?
ham,I will lick up every drop :) are you ready to use your mouth as well?
ham,Thanks for ve lovely wisheds. You rock
ham,Thx. All will be well in a few months
ham,Now press conference da:)
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend."
spam,Your vehicle's warranty is about to expire. Avoid expensive repairs. Call us now.
spam,Earn $100/day by reviewing local coffee shops. Join now: review-pay-jobs.biz
ham,The bus leaves at  &lt;#&gt;
ham,Change windows logoff sound..
ham,R u meeting da ge at nite tmr?
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
spam,Your Robinhood account has a new suspicious activity alert. Please review now: robinhood-sec-check.co
spam,Your Instagram account will be permanently disabled in 24 hours. Appeal: insta-appeal.biz
spam,Your Amazon Prime membership payment of $14.99 was declined. Update your billing: amzn-billing-update.co
spam,Earn $40/hr as a 'Data Entry Operator'. Work from home: data-jobs.net
ham,Yes watching footie but worried we're going to blow it - Phil Neville?
spam,Alert: Your Binance withdrawal of 0.75 BTC is pending. Cancel: binance-fix-portal.io
ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...
ham,"Me, i dont know again oh"
ham,I'm fine. Hope you are also
ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.
ham,Tension ah?what machi?any problem?
ham,I am in hospital da. . I will return home in evening
ham,Can you just come in for a sec? There's somebody here I want you to see
spam,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones
ham,yes baby! I need to stretch open your pussy!
ham,Do you like Italian food?
ham,Just do what ever is easier for you
ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.
spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
spam,Earn $150/day by simply liking and sharing YouTube videos. Join: yt-social-pay.net
ham,Still chance there. If you search hard you will get it..let have a try :)
ham,Going to join tomorrow.
ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care
ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around"
ham,Your package from Apple is on its way! Track it here: https://amazon.com/orders
ham,Oh... Okie lor...We go on sat...
spam,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers
ham,Order Confirmation: Your purchase of winter jacket at eBay was successful.
ham,I.ll get there tomorrow and send it to you
ham,At WHAT TIME should i come tomorrow
spam,Your TikTok profile was viewed by 'Top Talent Agent'. See who: tt-view.biz
ham,COME BACK TO TAMPA FFFFUUUUUUU
ham,Hey. You got any mail?
ham,"Sorry, I'll call later"
ham,"idc get over here, you are not weaseling your way out of this shit twice in a row"
ham,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night
ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
ham,Anything lor... U decide...
spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
ham,But that's on ebay it might be less elsewhere.
ham,Please attend the phone:)
ham,Why i come in between you people
ham,We have pizza if u want
ham,Asking do u knw them or nt? May be ur frnds or classmates?
ham,We r outside already.
spam,Your Spotify payment was declined. Get 3 months for the price of 1: spotify-fix.co
ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?"
ham,"I just got home babe, are you still awake ?"
spam,Get 80% off all designer sunglasses. Summer sale ends tonight: shades-flash-sale.net
ham,I love to wine and dine my lady!
ham,Shall i get my pouch?
spam,"Final call for the $50,000 Sweepstakes! You are a finalist. Text 'GO' to 99221 now."
ham,"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there."
ham,Yes its possible but dint try. Pls dont tell to any one k
ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?
ham,K then 2marrow are you coming to class.
ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
ham,Yeah no probs - last night is obviously catching up with you... Speak soon
ham,Later i guess. I needa do mcat study too.
ham,Yes.mum lookin strong:)
ham,No prob. I will send to your email.
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.
ham,ILL B DOWN SOON
ham,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...
ham,Its not that time of the month nor mid of the time?
ham,I come n pick ü up... Come out immediately aft ur lesson...
ham,Thought we could go out for dinner. I'll treat you! Seem ok?
spam,Your Telegram account is at risk of being hacked. Enable 2FA now: tg-secure.biz
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
ham,"life alle mone,eppolum oru pole allalo"
ham,"Sorry, I'll call later"
ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt
ham,Ok no prob. Take ur time.
ham,Then she dun believe wat?
ham,Reverse is cheating. That is not mathematics.
ham,Huh i cant thk of more oredi how many pages do we have?
spam,Debt relief is here! Wipe out your credit card debt without bankruptcy. Call for a free consultation.
ham,Yup next stop.
spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.
ham,Was it something u ate?
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum
ham,We live in the next  &lt;#&gt; mins
ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week
ham,Ü only send me the contents page...
ham,"Goodmorning,my grandfather expired..so am on leave today."
spam,Earn $3500/month as a 'Freelance Content Writer'. Apply today: content-write-jobs.net
ham,And several to you sir.
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
ham,Haha okay... Today weekend leh...
ham,Are you driving or training?
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
ham,I have many dependents
ham,ELLO BABE U OK?
spam,Final Notice: You owe $250 in unpaid bridge tolls. Pay now: toll-pay.biz
spam,Your Microsoft 365 license has expired. Renew today for a special price: ms-renew.net
ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA
ham,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx
ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?
ham,Boy you best get yo ass out here quick
ham,Sleeping nt feeling well
ham,Mmm so yummy babe ... Nice jolt to the suzy
ham,Er yep sure. Props?
ham,Many more happy returns of the day. I wish you happy birthday.
ham,I want  &lt;#&gt;  rs da:)do you have it?
ham,What * u wearing?
spam,Your FedEx parcel is held for customs processing. Pay $2.50: fedex-tax.info
ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea"
spam,Your FedEx delivery is tomorrow morning. Confirm: fedex-confirm-delivery.info
ham,Ew are you one of them?
spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow
ham,"As usual..iam fine, happy &amp; doing well..:)"
ham,Went to pay rent. So i had to go to the bank to authorise the payment.
spam,Your PayPal payment to 'Unknown Merchant' for $580.00 was successful. Not you? Dispute: paypal-center.me
ham,Is avatar supposed to have subtoitles
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
ham,I wanna watch that movie
ham,There are no other charges after transfer charges and you can withdraw anyhow you like
ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea"
spam,Earn $35/hr as a 'Data Entry Specialist' from home. Apply: data-entry-jobs.net
ham,My battery is low babe
spam,Get paid $350 for a 10-minute survey on 'Crypto Spending'. Experts only: crypto-survey.net
ham,I finished my lunch already. U wake up already?
spam,Your DoorDash order was delivered. Get a $20 credit by rating your courier.
ham,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!"
ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx"
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING"
ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
spam,Earn $200/day as a 'Social Media Moderator'. No experience: social-pay.biz
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
ham,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
ham,Lol alright i was thinkin that too haha
ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
spam,"Your Uber account has a new login. If this wasn't you, reset your password: uber-sec.co"
ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah..."
spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com
ham,Tell me again what your address is
spam,Special offer: Get 1000 followers on Instagram for only $2. Boost your profile: social-boost.co
ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...
ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)"
ham,You will go to walmart. I.ll stay.
spam,Earn an Accredited University Degree based on your work history. No exams! Visit: degree-fast-track.net
spam,Get 90% off all winter coats. Inventory clearance sale: winter-coat-clearance.net
ham,Thank you for your order #61728. It's being processed.
ham,I will see in half an hour
spam,Your eBay order #100293 has been shipped. Track your $500 smartphone: ebay-track.me
ham,Annoying isn't it.
spam,Your Hulu account has been suspended. Please update payment: hulu-billing.tv
ham,I will once i get home
spam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!
ham,Dont know supports ass and srt i thnk. I think ps3 can play through usb too
ham,At 7 we will go ok na.
ham,And popping &lt;#&gt; ibuprofens was no help.
ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
ham,I want to see your pretty pussy...
ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.
spam,Congratulations! Your resume was selected for a high-paying remote role. WhatsApp us at +44-7700-900
ham,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx
ham,Then i buy.
ham,Hi! Your table at Apple is confirmed for 8:00 AM - 12:00 PM.
ham,Then any special there?
spam,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" &lt;#&gt;  lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m."""
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
ham,K..k:)how about your training process?
ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans
spam,"449050000301 You have won a £2,000 price! To claim, call 09050000301."
ham,Sorry i'm not free...
ham,Aah bless! How's your arm?
ham,"Hiya, probably coming home * weekend after next"
ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?
ham,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*
ham,How much for an eighth?
spam,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
ham,Haha... They cant what... At the most tmr forfeit... haha so how?
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
spam,Get 90% off all winter coats. Inventory clearance sale: coat-sale.net
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1
ham,Sry da..jst nw only i came to home..
ham,Pls confirm the time to collect the cheque.
ham,Yar else i'll thk of all sorts of funny things.
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply"
ham,Yes i thought so. Thanks.
spam,Get 90% off all designer watches. Flash sale: watch-flash.net
ham,Ok i vl..do u know i got adsense approved..
ham,I dont thnk its a wrong calling between us
spam,You have a new match on Tinder! See who likes you: bit.ly/tinder-match-9
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
spam,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
spam,Become a 'Mystery Shopper' for Costco and get a free $100 voucher every week. Apply: mystery-shopper-jobs.net
ham,Mm yes dear look how i am hugging you both. :-P
ham,They just talking thats it de. They wont any other.
ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds.."
spam,Your Robinhood portfolio is at risk. View the new security alert: robin-sec-alert.me
ham,Oh k :)why you got job then whats up?
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
ham,make that 3! 4 fucks sake?! x
ham,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.
ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too?
ham,I'll let you know when it kicks in
ham,Oops. 4 got that bit.
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
ham,S.i think he is waste for rr..
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
ham,"How long has it been since you screamed, princess?"
ham,I send the print  outs da.
ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG
spam,Lose 15lbs in 7 days with our new 'Arctic Burn' supplement. Limited supply! Shop: arctic-burn.biz
spam,Looking for a sugar daddy? Join the #1 site for elite arrangements. Sign up at sugar-date.net
ham,i see. When we finish we have loads of loans to pay
ham,Ok thanx...
ham,Omg how did u know what I ate?
ham,Lol where do u come up with these ideas?
ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
ham,No problem with the renewal. I.ll do it right away but i dont know his details.
ham,If I was I wasn't paying attention
spam,Your Target order is ready. Confirm your pickup time to receive your QR code: target-pickup.me
ham,Will you come online today night
spam,"Your Hulu subscription plan has been upgraded to 'No Ads'. To cancel this change, login: hulu-manage-plan.tv"
ham,"Hey babe, my friend had to cancel, still up for a visit ?"
ham,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?
ham,"K, I'll work something out"
spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248
spam,Win a $1000 Costco Gift Card! Join our 'Value Rewards' program: bit.ly/costco-win-26
ham,Your delivery from eBay is scheduled for today between 3:00 PM - 5:00 PM.
ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is!
ham,"I'm in a meeting, call me later at"
spam,Your Spotify Premium is expiring tonight. Get 12 months for the price of 3: spotify-promo-deal.co
ham,Eatin my lunch...
ham,Am i that much bad to avoid like this?
ham,Yup i've finished c ü there...
ham,Is she replying. Has boye changed his phone number
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186
ham,I cant wait for cornwall. Hope tonight isnt too bad as well but its rock night shite. Anyway im going for a kip now have a good night. Speak to you soon.
spam,Earn $400 a week by wrapping your car in a 'Coca-Cola' ad. Sign up: car-wrap.net
ham,Gud mrng dear hav a nice day
ham,Hey you told your name to gautham ah?
ham,Where to get those?
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
spam,Your UPS shipment is delayed due to high holiday volume. See status: ups-track-my-parcel.info
ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs."
ham,Ok cool. See ya then.
spam,Your package from 'Beauty Essentials' is out for delivery. Track your shipment status: track-beauty-order.info
ham,Do you still have the grinder?
spam,Win a $500 Starbucks Gift Card! Take our 'Morning Coffee' survey: bit.ly/sbux-win-2
ham,"Me not waking up until 4 in the afternoon, sup"
spam,Your electricity bill is overdue. Pay within 12 hours to avoid disconnection. Portal: utility-pay.org
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
ham,Nope i'm not drivin... I neva develop da photos lei...
ham,Get me out of this dump heap. My mom decided to come to lowes. BORING.
ham,By monday next week. Give me the full gist
ham,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj"
spam,Final Notice: You have an unpaid toll of $120. Pay now to avoid court: toll-pay.biz
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
ham,Good morning. At the repair shop--the ONLY reason i'm up at this hour.
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
spam,"Your WhatsApp code is 119-203. If you didn't ask for this, click: wa-fix.biz"
ham,Okay... I booked all already... Including the one at bugis.
spam,Your Airbnb account has a new login. Secure your profile: airbnb-sec.me
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+"
spam,Your package is at the sorting facility. See status: track-my-status.info
ham,Does uncle timi help in clearing cars
ham,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word"
ham,Ard 4 lor...
spam,Win a free iPhone 15 Pro Max! Click to enter the raffle: bit.ly/win-iphone-max
ham,Crucify is c not s. You should have told me earlier.
ham,You see the requirements please
spam,Win a free 7-day cruise to the Bahamas! Enter the 'Paradise Raffle' now: bit.ly/cruise-win-26
ham,"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)"
ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*"
ham,Eh u send wrongly lar...
ham,Every monday..nxt week vl be completing..
ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back
ham,2mro i am not coming to gym machan. Goodnight.
ham,I have to take exam with in march 3
ham,"Its good, we'll find a way"
ham,Yeah we do totes. When u wanna?
spam,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2
ham,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite...
ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
ham,Can u get pic msgs to your phone?
ham,Which channel:-):-):):-).
ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
spam,Your UPS parcel is at the local warehouse. Schedule delivery: ups-delivery.info
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
spam,"accordingly. I repeat, just text the word ok on your mobile phone and send"
ham,See you there!
ham,Dont show yourself. How far. Put new pictures up on facebook.
ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you"
ham,So what u doing today?
ham,You've always been the brainy one.
spam,"Your UPS delivery was unsuccessful. To schedule a new delivery time, click: ups-reschedule.info"
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
ham,Love it! The girls at the office may wonder why you are smiling but sore...
spam,Get 100 free spins at 'Lucky Vegas Casino'. Win real money today: bit.ly/vegas-slots
ham,Yes i will be there. Glad you made it.
ham,I doubt you could handle 5 times per night in any case...
